genes	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
MRPL58	205294200.16986495	116665658.94864535	208886029.79994467	150134489.40364563	395693518.9716966	231432726.66271594	123246366.88458899
MRPL9	267588871.5525251	268807187.69785285	376245306.41512597	99975027.47802687	57823611.63074642	259328200.5049485	376134890.52605593
MRPS10	104712182.4543275	77211453.86804062	104389200.29541261	74732071.40272671	23940084.91647065	96416278.48953506	76983334.49587908
MRPS11	92815704.11529006	77478170.30643027	82687484.43001276	66324523.014016196	7711199.276071191	97441966.06691377	113650935.25251882
MRPS12	117185353.09058842	113543829.69304805	99201916.64336662	101121846.73730606	170960647.96851182	196700049.2141678	110559814.6136401
MRPS14	43822465.12343702	111965875.26371041	121600678.05630134	128782685.373335	17878856.807376754	212438801.78930092	124737132.64354095
MRPS15	238210702.96467134	74073656.33139536	35933327.80922032	59089358.946376234	278346628.9683812	61271555.64060687	41143990.12711352
MRPS16	257771720.3639639	300841579.9653348	176217568.05602542	135860150.07718912	411679363.9140576	87079048.27532446	74628786.64056471
MRPS17	195707883.82780105	143491886.44098508	210418981.83676952	136038106.723626	144717145.64983806	142052349.69008955	98989113.66676395
MRPS18A	1036719352.441783	173832287.02092505	379949312.94640326	301276609.9716241	76802782.7145526	221985475.9896054	142855416.8594083
MRPS18B	179191238.39909214	134160347.19454482	116402210.56926233	110697130.44855694	72769121.128753	253716291.52816072	78812075.67687865
MRPS18C	18654004.958465036	63762993.26724726	28609441.868903816	13934545.359140845	2295458.566081355	8129221.598146349	20543411.003136076
MRPS2	98391611.31063037	129729661.95740856	127098765.90142821	116858043.49351357	259343972.21484098	154827943.11896583	66816723.29517993
MRPS21	51066126.954142	60708810.35412442	56895665.208471276	44973345.36417756	95689737.63607626	25475076.515544716	73363588.4553351
MRPS22	361848279.3832975	235225798.16018826	266376840.00898224	184354461.40480492	117707628.19538096	192561228.67997557	98516645.94768482
MRPS23	136556604.95114794	126074489.71373631	117971272.17773102	151472668.59239215	43603133.61574566	190549347.40458548	130394644.71848619
MRPS24	124904375.40657108	73409017.03934777	63622284.27702276	47669435.35883117	101022754.32658069	168984730.18150038	85482262.44414793
MRPS25	309405352.0744881	145708827.82061	112405032.9743036	105981347.45187373	300320811.21345156	148811801.7785692	66076677.885907315
MRPS26	506165813.296721	103805947.52702513	101319091.16427799	159558171.83209547	330407499.1508251	100045593.51589002	60895018.27054565
MRPS27	326962420.3581113	228204823.8934236	178406181.07164362	319431574.8327624	165267978.7753482	294233156.3662236	192970521.5673025
MRPS28	100212630.71368834	76055210.07968442	78208381.3951174	38833866.006897114	11032323.694956362	73170062.75767788	81934308.78995103
MRPS30	155855642.39258003	139231248.20762423	187660894.48651314	124509173.15196182	263892232.17875034	247894186.8020801	204204897.90419883
MRPS31	112549933.37507653	150446386.08948338	227830629.2401338	181105027.54189903	60948901.37802721	148278226.40250203	83258932.00373787
MRPS33	139050117.19373095	85192059.40170556	79091981.75525638	128408648.36769597	14800503.654761605	104999603.36105664	81800701.15380332
MRPS34	203526033.08972067	162894297.38012707	130611598.177105	142127919.8360621	52671672.37217442	204195278.889584	166796325.3514591
MRPS35	163208515.14464223	137001960.69056928	192449300.58865526	206502330.38121608	56948943.30689318	271225748.8369283	149829060.0940899
MRPS36	700375721.2307078	517471740.115997	878320962.6841795	483326191.75571394	775543858.3991256	885212590.6913457	636256709.1795381
MRPS5	277672488.8515997	204838944.18619227	153207628.81709558	243657530.67820576	311234484.7156099	249176668.88887316	156512378.8861006
MRPS6	131213908.31469132	90846021.84608088	100700481.01385872	72286095.81534109	41590651.741765425	233379263.46559367	139458838.5549285
MRPS7	206164420.76451123	157991126.115142	212445012.82023284	187263532.80800545	45418506.29485677	206716495.6521428	153876829.2999318
MRPS9	237709941.86829853	183037553.16089272	155608917.01843375	156889751.95401362	90942483.22970593	230111760.57285315	169284135.95461613
MRRF	568450568.2500676	176633702.20052776	195056730.72961277	99410035.15763779	159729407.94855866	81507597.57399043	142589182.52556586
MRS2	21110935.658491574	37375492.99249274	86529975.30020195	11232205.039381756	192478293.7156708	17014803.84929384	18415419.656914122
MRTFA	41904593.77027803	25407811.451422803	14250889.61437626	38154016.09058493	46962388.47167247	43871588.08242651	32115651.251909606
MRTFB	6415734.073398489	22207626.906473912	16267974.018847095	33817149.887700446	8572239.983833652	24444960.749898795	12639852.181646688
MRTO4	745648104.2057326	405616598.06647265	697032222.4834914	205863557.96845764	206160873.4483409	502199862.861295	605265327.1484451
MRVI1	2534594.4906887137	3985823.112818162	2526026.1709747915	1546391.8257898698	8548632.978759505	8006384.840002482	3092614.1935644913
MS4A1	5657895905.936933	4474465.010953469	24743069.091089975	17696194.75870159	99760390.16453904	9806679.432826638	3279040.330045255
MS4A2	2004489.5298696994	4982410.433591998	4018943.333104967	3105945.0201226547	404822438.6294019	2140722.094149513	2320795.261724171
MS4A3	5451943.099284896	10155983.295736974	1668098.9210361426	1954093.1678414291	424008927.58103555	19662065.61560257	2335231.0936097475
MS4A6A	4641197.098424669	19253335.68355305	25966353.237197213	42737214.2629001	11114186.886463221	26689961.995429058	10703231.604772037
MSANTD2	25649021.96376302	43732833.57942406	157493299.09684503	12765072.52989885	91017257.83126366	43798450.244943075	30571476.989393666
MSH2	608788109.0638493	584731365.296026	776470704.7015691	913708603.0649891	993116223.0010419	447897505.2199104	672402718.0277696
MSH3	332442868.23091966	240052916.18170205	207601413.24694574	81611453.21368998	274715078.52181584	153637595.3683059	189009080.38147923
MSH6	493002710.9800275	522359882.1058846	848177277.0363128	860746932.6141024	648355492.5828313	298625731.79614794	726195358.3271412
MSI2	318759353.8178674	229099057.60865602	328127164.8844941	143932972.1072142	382365564.6491702	60614913.49642647	177424456.56275636
MSL1	70999237.20028636	27641605.402064037	21300454.089845628	13186438.135370381	49249786.47142822	29328515.090260442	49017461.19926291
MSL2	81738483.61460595	84789132.81920233	86368273.62917879	32719137.96644138	472551603.82150847	27242522.181070976	66479048.6219045
MSL3	42932500.24035747	28639402.575527754	32851180.8499282	20738277.40030252	35082833.68025428	31933349.878462665	36257273.9935265
MSMO1	22835362.51420534	30054239.635866877	33528198.486334234	43042763.55743776	1870655.598913605	8041926.9370237645	33401041.650728326
MSN	925297192.9243487	440398709.85827667	959105006.8254459	851191147.0359544	4730524157.831927	2846530097.4747834	885472299.2706589
MSRA	293073478.35305154	189072715.85773492	176548619.67115468	541449046.847094	703356914.248211	283263236.1905634	174692785.09531772
MSRB2	4429728.019629566	15123220.28570307	18208480.006180346	20544780.833249643	23553300.942809835	55571749.0042484	1306538.6996966796
MSRB3	100874123.75942676	62501515.276799954	2997490.0562111307	41837354.14045381	36526759.589546286	35854110.93013605	15699731.900039563
MST1	402109910.3667428	170988169.56516466	2297311.97466861	39527882.692490645	1254422133.4486845	184169586.39591402	4084541.5940041454
MSTO1	76103486.81508887	28956472.352719292	51289532.56494004	78597245.3778655	83546674.10450196	46699894.582964286	28387787.311193768
MT-ATP6	909408313.5600929	1018517277.1356298	907075183.0134914	343611184.8198937	352497552.3114159	1127847730.4452646	611261133.4009683
MT-ATP8	352357176.0540092	140262523.37465304	105869860.32705578	186250193.65896776	175182590.12166065	242979430.36023393	139648351.28028664
MT-CO1	441188046.75932604	396282764.66191477	524725519.36676204	193756321.10650757	245725035.48085624	641839142.6077724	304235594.5656537
MT-CO3	300946818.5129881	121880762.32740316	22553965.272692088	71227479.47219087	52456788.63090247	32657067.98475134	31362418.66024614
MT-CYB	3473940.612917426	23700929.482185885	24866223.84079651	9520881.142321648	1854748.5798339664	48082628.92448873	12499638.146850819
MT-ND1	233652704.2815555	217305179.5946803	246257334.35374823	66494911.57878288	47431511.95227307	166176507.92340812	265479143.6287712
MT-ND2	28238035.915404964	39942000.444717	20103796.80575067	44676801.42243781	6982670.898496103	122443430.90188569	45915626.5397261
MT-ND3	51022160.360623516	42524348.370748036	101362448.89994027	44503871.63799369	13802261.070175165	73279401.21762545	62764822.45781138
MT-ND4	191082985.3832152	356481851.9632334	551133597.769165	295311373.172039	53373655.002847545	624279514.3689121	198470854.60845762
MT-ND5	238685647.19256794	235734965.37344673	264320564.847604	103025822.49052371	127186961.55720091	189810664.84658366	315005577.62731105
MT-ND6	4406571.702269905	7416082.82277737	12653926.24968681	2070321.4097230672	2329423.1296947915	10187750.780324684	21174277.773612466
MT1E	1888517.824784297	4316602.129963438	2041914.3368150713	2505945.1506223795	3223236.765201755	3154826.4538192325	4172006.388171478
MT1F	16854809.979597334	4108549.5238350416	1864663.9061791194	3204211.740318061	2080822.9698165823	2799694.7667493788	1618418.4222944758
MT1G	4568893.782475689	3899220.3673173524	4147536.99545765	2502114.3129772735	4262486.851378996	2571579.2912847493	5050863.77633422
MT1L	3284987.109660253	2636585.8470243667	2322350.2701092074	5573114.5108469315	4191784.218990816	2837807.0807801443	1771916.1251879574
MT1M	4568893.782475689	3899220.3673173524	4147536.99545765	2502114.3129772735	4262486.851378996	2571579.2912847493	5050863.77633422
MT1X	4568893.782475689	3899220.3673173524	4147536.99545765	2502114.3129772735	4262486.851378996	2571579.2912847493	5050863.77633422
MT2A	2346552264.624139	124116112.88773184	28604697.6873772	28975029.927826744	85454660.50477628	11669367.752205778	148594329.56714335
MT3	2929344.500122828	3222509.5056087957	3052709.987033156	2930152.6368369586	3652380.315315306	2227730.744396506	2308798.550321498
MTA1	27820977.64670428	51477211.47357145	76314393.93251203	22426408.468219817	26708552.794845454	20755670.613565765	47146329.50700316
MTA2	2054616982.6121655	1341442156.4006023	1161339944.5392692	436632423.53155667	2370974562.5446815	832678474.8247986	915398418.0395358
MTA3	30463798.03092673	38501400.24542195	48242285.34079723	25046302.75137875	229514164.23983905	23847626.275771845	37965518.17448707
MTAP	1825030031.0055318	1089185781.5591607	1502378729.306099	476653140.07227844	1230525920.1257849	885221575.9981242	730103654.245453
MTCH1	184696888.6609262	218958896.039252	280838372.2197096	271942765.7498338	207755896.7183067	273240751.7983667	241136810.1525324
MTCH2	331130843.20122486	131695694.02781619	265707492.93323803	355940751.8415017	76489566.90458024	319229230.7729911	353625388.1161355
MTCO2P12	4611427596.81425	3106588284.197389	4023636547.758283	1792445079.1822846	1841178795.61915	6802534547.800183	3550906962.6218023
MTDH	2814898416.0991344	908615415.1968743	853486006.1389381	2303000356.053506	965193457.362084	1487339525.0088549	1097864740.0549202
MTERF3	332451639.7737585	19245921.077962615	13827265.471828694	13961869.838297095	3683462.965930062	5623482.411820286	8335337.441728969
MTERF4	84679476.3762579	77778788.35108842	93575901.08797142	16177304.51759162	39468196.90612013	52600506.149876855	31897929.914053526
MTF2	60340471.497056164	47099272.591624334	48996134.96063846	59215532.49220668	25889213.682969883	75062620.89551051	55008604.97040414
MTFMT	48300144.83367353	55050638.34627005	53946391.48383058	22944105.47371938	38374657.55927525	320581056.7687182	39944382.305766895
MTFP1	14490458.201581176	17736181.88821036	20459251.783658866	9945277.385233775	4593926.521798555	23149319.03443116	18376908.943425793
MTFR1L	573432156.4981954	993850404.0310175	188774123.4038015	171469383.78587615	158859154.5622313	338325925.92577064	91232602.61222821
MTFR2	10559987.258786999	2579949.8216184694	334148373.0692298	44777319.772507705	36509788.4724846	12680958.660093974	2647955.3359939842
MTG1	115456698.73478346	87447898.47640504	65931718.096028365	69171538.70455721	85689251.47631352	50510857.93816573	54440698.88190653
MTG2	377954873.95893276	22276662.273751263	30122396.33080645	45241432.02175985	61880265.76279594	31973839.684556212	22467527.045234904
MTHFD1	1042468833.6056166	313987349.902345	136656494.17947298	128456164.3490284	356559024.450967	701835723.6949135	248855056.2084399
MTHFD1L	440791341.6554559	293412566.1349786	155354710.46531007	145020987.40824497	1023232973.2577466	71160914.87003182	245498224.56647667
MTHFD2	455717374.0750827	35737498.464039445	21929715.502681144	134480106.55648175	172371326.5659296	393621317.27867776	40772491.53132054
MTHFR	130129152.45127824	67205881.51581773	104991185.07447834	168014979.58178163	153086441.771644	161018958.71541187	110998013.12852122
MTHFS	97198199.37770724	155718159.66249326	188908264.84709683	75232181.80477045	262515513.738288	186882506.32727954	120971842.24255106
MTHFSD	166298372.62333807	253866247.3392203	137214794.75964984	102263168.2086343	1316228435.100762	304164669.7458734	71391900.17978464
MTIF2	142460401.5482171	109982113.17583479	121725246.54198752	41801089.15584344	282129675.4319834	75173310.35131228	116556347.14420396
MTIF3	120271939.59051104	97441527.81963047	54156107.2196666	46353612.12958989	72699087.25038958	70047366.38031869	40916670.15565959
MTM1	332588189.87805873	329410920.76997805	401894619.64440435	316509024.4520054	396654322.17683	207568998.15691653	410239946.2171204
MTMR1	409008664.47399217	314028355.0531846	428790525.1604573	675513319.4880443	148626078.7090509	118743096.0565646	232207558.82023647
MTMR10	147547398.76913783	99455685.85020815	130320656.65252721	89085122.09822734	76108026.6878312	203199916.90515947	137725914.32407218
MTMR12	224963158.5005467	149380955.1459853	361362653.89618117	454080398.2125396	178321699.32658347	69975302.66086587	129662782.49852227
MTMR14	224221963.93581742	99497675.905487	114930534.41680095	235995525.74797842	165404422.59020093	181900589.89072728	40596145.94476939
MTMR2	15181435.023797061	18696607.679547768	34167868.35019447	16654511.45738469	6846187.099601265	13482423.016450077	65854664.5367629
MTMR3	113704092.58918643	88726173.6631518	96604352.61147302	128144590.89215793	488477098.25872	345558070.881903	115807473.04288372
MTMR6	124517789.40088739	86323462.6137739	72547001.78764084	223543153.91637382	126231366.66055767	115699275.56291279	111523856.29745604
MTMR9	110739459.59851885	35021715.498574615	36623025.95184037	180195831.74038363	93223906.5341166	104390827.3659157	37191677.123855166
MTO1	285217810.8985776	86663266.0595202	118876711.0861863	19693300.315929692	148157465.91762146	135256143.74965456	93688403.45686357
MTOR	709541266.4920288	688284949.2218375	793014473.0644575	361967343.6210102	750229496.542803	612354648.5599848	473000855.8842554
MTPAP	182576568.36332068	102601504.95844398	113870112.53487282	139522281.2141229	67523180.30983922	156087332.6787651	128759804.82846254
MTPN	4024951797.9692817	1448468522.1276908	826524535.83078	643317844.3780315	3689147051.5460835	1905438450.8463628	2033373222.2501178
MTR	109738270.13133734	100980392.39308092	78136122.04383332	148907700.4718391	183102607.2577716	74800898.59681661	98214241.18377168
MTRES1	95610973.99586926	335871052.7358537	383469945.4692578	65522799.8797071	60716984.246393345	64886300.55388638	58865651.70484023
MTREX	1093115825.6863935	714854302.7954164	1036926644.6031488	125961171.76349771	814401284.6239716	642065503.4384712	720491984.8782341
MTRF1	5182652.823995141	55584122.36799778	59222758.806654066	306655076.7179077	11974114.668110222	29653567.71900394	57271950.320981964
MTRF1L	20439570.17546133	21522492.533355642	8984856.652363406	64001596.773113206	45200304.98782501	27577354.30483895	9874511.575201314
MTRR	13349744.53825518	30733443.29349353	29801962.174890243	35620463.39060318	3016318.8986363322	131859007.39673321	18001817.244485248
MTSS1	1057028852.55984	76607696.92711766	343456880.8883955	37477777.884595536	120115852.03185552	2941758660.3477573	1164049442.361978
MTSS2	2901972.1691250787	4786788.064775774	3031129.8203883623	7913572.943819073	12412893.656057052	10708518.284954766	6145522.895978757
MTURN	4175072.564451039	3327515.791033679	3566694.153421804	37314636.46490957	45409860.67919698	3658531.0596952946	4223043.0667374525
MTX1	435856228.1468633	163721091.2790572	160086595.92665747	207290663.88975084	104054098.02115364	182134136.0412439	205895563.97200912
MTX2	668467313.0186666	559623022.3118651	462307783.50803924	324515794.2350839	313817181.9102872	381226316.8633447	274070645.0601767
MTX3	21176388.27867158	6801197.6187235415	18680400.0449184	21502547.807545014	10160487.223045439	11270336.503242122	13825905.766250273
MUC16	49208317.46216588	29926434.211326245	82326768.6879315	33822597.55983569	21473957.19771474	37227418.462108225	81341221.01953854
MUL1	40251174.825255685	6520273.904180662	11949095.359228844	17718369.585791536	25337820.09995747	18893350.384106074	12885955.581515372
MUS81	21140648.319998737	29965468.779749766	3337014.614080021	173247355.259696	36774674.246153116	20719664.732036624	4522030.363821633
MUTYH	30104875.544334445	35133576.09436946	32564148.51142799	38914913.49628983	77326220.9805467	20263372.763702184	21711991.67301489
MVB12A	62454385.29261827	84672101.91383654	77604574.00755906	29224832.639884625	86160458.37194565	63919458.028682515	55866477.20834301
MVB12B	53441121.26659487	33777827.51176045	90635849.83467759	25338339.593250107	24523359.550524227	6013363.896383117	11302908.384318927
MVD	194317779.0226078	222440807.6660607	382116953.01176393	178196108.1673737	154845623.88555786	131977281.36503397	988091296.9071563
MVK	106890381.50160405	52539421.940843806	54909641.792221874	65718064.897395395	357184275.78488857	76799786.51641585	99139493.35635583
MVP	2304937913.011967	5162724301.177874	2202494785.1691937	3147319807.6355724	8775557766.441483	7123845692.75894	4710606210.096596
MX1	2204731048.6073575	1488965609.434717	780831863.3565083	3943328338.2956276	144034141.1419807	1260582634.3416882	275069818.5110782
MX2	2389959904.1623344	1947119462.4759407	1305846511.3442433	478817694.684875	201091412.259523	2727351468.971302	525929986.1903681
MXD1	2648875.4070642684	2593065.1883931076	3457519.4990475895	13047747.179042032	99058024.93185271	9782348.345420998	2348674.8975631804
MXD3	4693168.596632833	55619253.186820336	130257592.08905534	76357857.498936	4315144.9445443535	14996715.373009393	1985324.2083215485
MXRA7	9495541.016550306	91610316.61405289	165209650.552642	78361592.56724057	19956914.734146718	12839149.486762036	115228722.14608766
MYADM	35457900.40724837	107223800.82589875	178198717.99516052	129049714.03307734	221831974.0764809	150615441.14161357	137847493.28488383
MYB	166951034.07528922	18844457.131918333	19171576.9159289	5599032.362591327	297391246.93450904	13120834.09197963	2693838.271190925
MYBBP1A	1718325882.316201	1492514691.986748	2770129418.900876	597951601.2646601	150605794.2929111	863667301.6048962	2085533750.2369044
MYCBP	303417996.42328155	392578762.7623103	255518575.01850945	288707838.1156489	389121203.84355426	266640867.4772788	217696775.21747407
MYCBP2	1948527134.0293996	931153800.6570537	1164770428.9076524	434214319.55942094	916220148.3117766	619793324.4374413	576385033.8868266
MYCT1	2128649.559227531	29651968.588708654	26331719.99342996	3169863.7599195344	3667818.400174697	8095173.847500095	4402998.825081783
MYD88	128122175.99424598	104864010.23291084	72416323.18806824	75179398.4577928	188977663.4002009	191534806.70146105	123732255.3811422
MYDGF	1340891549.0559666	396385443.6319901	468155385.51279986	1118238243.2510552	589680468.7441317	622064833.5454262	222230613.97744304
MYEF2	87973744.10241239	72420997.67935881	85768793.78276797	223457869.7438976	200030313.50959963	206524788.30072242	125272928.11597814
MYG1	268729782.73214215	359259647.615635	520615325.30759424	163115023.22066438	198741803.04726878	485578012.6325797	174129177.28238556
MYH10	461535641.03882927	93210157.01091164	1182621936.7151659	350363938.14134866	527707763.1049788	157440292.6279102	30545033.297367997
MYH11	11025032.502216153	10354630.433500035	9893857.597211689	13190717.782803731	628877418.7098963	11410795.715891363	12742829.45194636
MYH14	542227741.1293429	998362129.7661481	1630751210.2532232	1176950381.9319015	2062187214.2276754	891933163.75264	814614486.836784
MYH9	36888293850.03379	40443463568.951866	36451946574.877075	58566933171.52416	62853769719.769684	55542852716.96087	95072767893.9753
MYL1	2415527138.2821913	3079081257.1807647	1998860144.7381585	1414160842.2121334	2888807316.9223933	2367773254.7666073	2878898149.4142075
MYL12A	2758173761.208035	5214624489.223404	5359085866.361949	3541948817.5599136	11247643355.432735	4155164134.9471593	8211587122.264449
MYL12B	21659104.084306408	59296810.946729265	68148836.28008504	48151433.24755478	392784783.4360105	55567790.44418927	29630551.77447204
MYL3	2415527138.2821913	3079081257.1807647	1998860144.7381585	1414160842.2121334	2888807316.9223933	2367773254.7666073	2878898149.4142075
MYL4	31517504.51883331	25353210.61460744	3733038.3733116137	2917001.3502583117	5875873.402073621	102142402.36265609	1562495.5316001286
MYL6	9577050.121456087	19151060.02463266	13825333.651072739	22222619.605511043	36858734.58509729	15541851.28315016	45884617.60878376
MYL6B	20156331.09350355	5564656.775828426	3994784.7837792435	19995450.817699973	244897497.34704727	22534831.900754597	15484777.83957152
MYL9	2132255.6222445024	2861682.400294853	2631158.73264921	1807004.527949112	7931570.323918606	38677015.594888814	3316926.493610631
MYLK	9959225.686534831	20453083.065502487	18087130.828090873	14898508.962186165	36108633.84330153	33072374.156386018	25740817.56569265
MYNN	6078453.906527326	11479272.564371163	9372566.627314065	5233944.233133556	6493965.658690667	9249003.106329054	9445324.881435012
MYO18A	1772539797.7798488	1570834285.292732	2122184712.947972	6262645428.730816	4116781276.1684213	1126758531.0205846	570524727.2804716
MYO19	286505272.4853157	55071732.469269305	89226415.03562431	103599671.39642376	79261699.17219192	46965316.97604261	131623038.69311331
MYO1B	669688990.9432831	520851045.7522794	333623556.0594545	13681173.696639843	98143294.57024029	109697200.93466456	109301525.87261474
MYO1C	762761199.9600441	461551421.04697126	580028731.1957399	216424520.18243444	630912432.0133116	333392053.3874915	721314260.2694173
MYO1D	1233890748.4230628	98339111.25356701	118999766.74661756	81872009.6500011	127624977.24321419	58674369.187846884	30081948.61206005
MYO1E	1129014237.2762623	158068335.42079976	153035495.30571228	3714447830.8250303	454809732.7214531	174313076.1379398	341861097.7262858
MYO1F	1072622310.3837063	5210630453.013519	8506988741.361794	6508423942.623458	10409922968.354465	2938872546.757923	7506921231.311107
MYO1G	6870496422.812616	11031313244.549337	9967047265.777645	4361578952.151312	13283360577.924946	6423979330.995411	10763971598.085249
MYO5A	71184093.08544576	60776786.14502263	31960524.983231224	35786941.3910504	32366624.385710634	83875400.67092296	27056688.28904408
MYO5C	713787269.3224946	347127695.0787293	330590538.0753838	362400928.60025084	503919756.2353869	262046925.66245162	340388860.3248843
MYO6	44013515.63854235	206776341.58940557	427492547.04693985	64611507.20713551	286839287.57534105	213732936.17425162	439113560.26169103
MYO9A	151541509.00337952	165081849.27305937	35791210.28988546	141232363.44260308	90039457.62803534	93467670.75657596	49835872.19785272
MYO9B	1226422667.5453193	498218139.7354005	650709587.6336799	486785825.36670136	1638438614.7236667	742782714.599141	780084916.6808662
MYOF	24852454.34164833	40959956.96318347	8045277.642596574	7676024110.218589	461090372.61266255	16862166246.290442	194351652.87354395
MYOM2	89534807.12213117	180942076.52883118	121428543.87116036	33569739.44965435	120103646.73799686	255684057.05567083	84655933.66417897
MYSM1	49844136.447279066	44959904.73281751	58120090.52732931	30295851.686168898	5527648.432787345	49841376.148285024	63052472.74927002
MZB1	14658359879.677816	421403458.58915377	17695140.92191777	9817344701.32229	3438631548.450446	28638442.23083958	41746682.683601
MZT1	65170605.62832842	65486931.25763707	50710020.62018284	62840854.843768366	51095550.48806515	68600832.11680284	31732295.70272326
MZT2A	6415907.996130708	18257899.162833206	25000156.683218155	15079711.53138911	11835496.170234043	10697922.625091642	28230934.63159715
MZT2B	45998137.79994809	82273273.38407195	95613184.74130094	143419020.34552506	95478934.6564527	58385813.96654612	101240024.82164943
N4BP1	81688776.3715004	104041409.08999263	162279444.20421532	151555135.58223116	163233063.6749191	122389315.32412142	121293478.34373139
N4BP2	14856077.369549626	26157417.170979492	11808111.28325381	246587540.6476667	14124116.445338907	19441161.649423555	29525594.316742387
N4BP2L1	38580253.27329762	30603834.37818363	24292327.503691327	116415171.92729624	150529741.85402057	19613126.291189536	24615725.91890274
N4BP2L2	13064729.346550398	9018864.244497329	7151017.98060758	3603144.966827064	8808643.00037276	7238781.807677577	19729811.04148684
N4BP3	2908327.9571504933	398191097.3786352	295615604.089734	56903046.86560138	277840019.98766685	55613629.8840629	5617964.969976985
N6AMT1	19715328.302426845	19557244.874895476	25181819.92463965	18304358.71150328	3286896.267761166	11483334.630781146	19867826.77691315
NAA10	512716652.46476567	413247941.7567589	482158313.6826449	252689820.16113168	287837401.4742827	469643583.38163424	271474317.17260236
NAA15	1091942804.5627706	851052086.0519482	910364561.9892778	578830894.6662326	557185550.7291954	701823848.6120341	576047195.6733636
NAA16	241150979.53640416	167795145.821686	837558538.0333499	143325552.8831287	112132796.65884529	78351101.94318293	324665491.58372456
NAA20	32038230.758681223	65264496.11901757	54655701.61397954	55352195.113551736	19458874.72055618	80799328.05787691	35416638.75643575
NAA25	154556934.4757514	182360550.939191	399528924.6147449	203060053.25852013	36578777.46479154	140023418.1207377	199632960.68159285
NAA30	105337327.09435467	95369625.61516064	57325524.087124355	83547280.41880849	50081609.744793996	338400136.07336634	120852473.69636308
NAA35	129660232.93667307	106919074.53376044	114320034.84293129	91467947.73465359	74234365.8351589	82672217.25234477	131013019.64460717
NAA38	9504412.407264639	39323961.65130813	21207089.67017043	10281032.20452753	309250275.49005425	138137482.3204141	11983092.23900593
NAA40	20910368.660775874	36290695.37494501	18015924.02493108	23178660.814004414	3213766.7537333816	8997992.290961986	38265627.65623784
NAA50	23033651.179968588	26184135.1372676	19513386.794073973	27115200.731049094	15142412.430969793	33269401.554744326	24319231.346476935
NAAA	324451795.95974267	959712482.523107	941662704.7327417	334251765.8939239	195632723.1005248	2132416546.2940402	1339710594.6995246
NAB1	4393874.303839998	6608056.953512998	2813769.732194786	30553968.483837858	2599716.9737099693	3313355.538266579	40256393.06279762
NAB2	49245146.82540843	40592549.527603105	84931229.26351205	52218121.28065475	72542107.27018379	50312445.958616845	29666945.587659538
NABP1	8122526.313528956	31111923.292628717	16931656.671719458	5401391.956653245	2922893.8884488307	32577915.74873599	42409281.17961815
NABP2	50338573.60167314	23811218.23736035	39316835.502022244	31843515.96842299	47749056.88997737	29702075.32683557	40180170.295761466
NACA	2477740239.9926367	2449712739.1046658	2672674095.0246873	972083408.8421941	1036695214.4561199	583376156.1060419	2136609024.695969
NACC1	204187883.28657565	109737619.16282953	169296375.7629123	97616224.63283856	212922067.3196522	109387774.91326556	128955805.80574338
NACC2	2638293.847656478	3922894.418873539	8147201.45295858	8248232.241971197	2448429.214185845	13668251.49101269	15964610.11731316
NADK	136967176.28480923	55965731.267305404	36310365.85868008	48225983.89673559	1888833744.9357448	1031660022.6674588	73756896.0952749
NADK2	384897596.4028323	270680615.6938249	192264027.63268197	300152331.87645394	349811713.7999193	262077005.81833807	264747465.33169538
NADSYN1	173269004.31452718	91619612.47551678	120144278.57444626	273960503.7225038	372945240.22525316	215963752.54010442	123621621.17137508
NAE1	603455578.4100413	625915366.5318084	926261779.8998275	204307154.81131092	634437456.0555716	274485225.55272454	495624576.4198375
NAF1	53896827.406506926	337298931.2123318	46042949.54058589	43165392.23978376	210661814.07156247	45081111.901544675	13635183.37658645
NAGA	310339497.4676113	170243365.77678007	395836053.1490711	316760532.26215243	540301560.7978317	474971789.9218032	418299954.383149
NAGK	4479768810.783932	1408654524.838967	1102067592.4896839	1632945361.3920312	3930139022.250759	6240169963.2296715	1541592952.6027586
NAGLU	104743616.5073578	47086006.56819109	1158849047.2142446	46232629.26717032	96640850.33479251	81808225.9207766	1264906191.837385
NAGPA	33840761.4995292	36152035.294660114	35630186.3117425	70235645.3240587	194777701.39710775	108499894.8130031	40892891.58445286
NAIF1	54376941.01537813	10824402.820763344	6556702.767750136	18496459.098852873	8548271.272164337	2776846.0624209964	4295213.333761792
NAIP	56772386.57267935	81296895.80189848	8962372.112167802	1176120044.086373	136943116.4435485	5314106685.31675	5160712.067402034
NAMPT	696781568.2349018	996302480.789583	1085216881.7300117	741133738.8804383	7356410629.019939	6891990767.053466	806675923.7793422
NANP	2583338.9319066745	19433864.917281717	16379987.944899084	13934198.116497017	20995814.913404338	6581886.657609242	1916211.5231302402
NANS	1107432743.312646	432176662.28246063	823455565.8269062	1369564572.000379	1024888597.4457122	1087733760.795791	359003649.54348236
NAP1L1	88618635.56064954	81036250.1170206	186253030.89632425	295018716.3203477	107275531.47632532	293892411.36652786	124461378.23062997
NAP1L4	2838947776.5240965	4871579456.827629	6270016241.552386	1477668048.6167667	2284238529.09984	1494852529.5826168	1207954772.0417397
NAP1L5	3804449.472178413	8064243.145711205	5407893.61338309	4827810.207473373	4047011.385112353	2913927.495661371	12909092.202392515
