NAME	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
PEAK3	6980775.11128288	6188206.45161519	8015089.4307706	7257450.00228159	115985000.329573	42745499.991342	360340000.361522
PECR	391920000.036966	935515000.326376	1025849997.00251	21658392.6119313	43775000.0026291	81512500.0521334	519760000.04443
PF4	75969000.0724967	5400750004.65486	3740100006.5609	7726950023.06727	3786800002.93293	7842150002.23704	110905000.127921
PF4V1	4304721.33746688	121820000.011723	4385539.41063066	37963499.9532031	70701000.1390568	48847499.9928858	3758541.77525718
PFKFB4	8118965.46146636	6165448.15638248	5341119.56972859	25207000.0108235	115420000.012078	87081000.01796	5604976.22576627
PGGHG	218509999.862755	92586500.0727073	972449999.688021	51827999.9716955	138437500.065857	119509999.865837	1197454997.26531
PGLYRP1	5491886.94795172	3906092.45001309	2791966.38415491	2884528.36358784	1678854998.63331	4626232.69281778	2123413.85141076
PGLYRP2	24515499.9535236	1701500001.17568	73960499.8609636	1705500000.87787	1942874995.58038	1574714998.17274	796564998.181229
PGM2L1	245975000.244971	1321650000.99362	645954999.226643	279939999.54048	103146999.969751	57927499.8964489	228165000.375034
PGPEP1	8439132.79146851	35346999.9529432	45030000.0302532	28769499.9947249	100230000.013295	65905999.8377517	58008999.972297
PHOSPHO1	4769560.52540862	4617595.91227476	4062657.46621611	6644837.9823635	20781499.9943997	4049051.07723102	4627944.23241055
PHYHD1	6127358.70643198	3812848.92726908	3454060.15584334	59433499.9430608	7904400.90431791	45202000.0093688	6462727.7175907
PI16	8047945.6172136	75679999.9820048	20077999.9975957	3842384.18880474	5205578.34275255	4574693.74497158	37943499.9320154
PIK3AP1	2608999997.6117	17293499.9931077	98313500.2777978	1062100001.96045	878955001.748767	3353949999.53595	285094999.400878
PIK3IP1	5658588.73397803	78391999.9831898	45670000.0123701	3625049.78086573	4773272.5901076	5289316.80375966	40538000.0769274
PIK3R5	9232197.64707102	22914500.0249304	44755000.0402592	399144999.412194	30137000.0394862	180185000.389215	128970000.009708
PIK3R6	4308755.87008692	63861000.1430837	101394999.871422	32986500.0051219	765829997.74603	25806999.9865526	4350996.8493616
PILRA	3826871.89905155	4538901.5322408	3654660.4178873	7842443.03429761	276529999.622959	257335000.11024	7785455.40305514
PITPNM2	14330000.006828	19863499.9906114	29238500.0596753	44219000.0886083	50310000.0626529	7172369.4470449	410325000.653485
PLCB3	58752999.9178688	83312000.1579745	95222000.1046382	2486549999.45489	58482000.1771399	1002945002.01092	85475500.0496222
PLD4	51322500.0210294	12216500.0255302	5527331.60347977	10984600003.3866	22710500.0044878	204344999.902722	6401106.11003754
PLEK	2951600001.749	408690000.842019	4416849998.01451	13970800019.6718	6896050003.01723	5877050005.09743	11684799988.5903
PLEKHF1	444459999.731385	1153200000.2579	1771999998.55379	451919998.742234	135879999.686393	86344999.9279821	2725910004.86279
PLEKHG1	278760000.044221	11338124.0739093	8911956.55761291	13006850.0089353	9313526.54934799	9119170.60112501	14090271.6884946
PLEKHG4	726850000.764014	4331630.82237095	5823727.68553524	10532219.4770151	4698559.31549122	5649174.69449057	3390948.94131787
PLEKHO1	750289999.672344	83987499.7426029	35602500.0054552	598110000.690108	47954999.9650919	114500000.244706	22654000.0263643
PLXDC2	5357729.63142275	6279866.26912674	2303745.96863336	98842999.8397842	82756000.0220907	188769999.630852	8008150.01610015
PLXNC1	10506111.1044247	13142499.9924165	35368500.0083948	294739999.742196	2448200000.13629	3998950000.57197	62236499.9236996
PM20D2	199909999.781633	73247499.983413	56611999.9661133	535164998.734965	219955000.442085	149350000.200301	139990000.462242
PNPLA7	40428499.9298255	3548933.24320617	7976987.17654316	4542954.38740053	4269580.86643209	5198001.91406489	3457032.58411161
PPBP	62368000.0725123	1123800001.71417	289975000.307887	1229199999.3274	1270850000.8153	4664449997.99462	41847500.0515848
PPM1L	4972144.86226724	3935558.03209933	15453499.9761595	11447691.7603918	13411065.2675679	141559999.978085	90254000.02599
PPP1R14A	36052499.9326063	4506572.14472966	2633663.56229302	158835000.365194	4310696.38804081	6379357.49935124	4195103.62880048
PPP1R3D	25720808.4705852	29863500.0145078	31155499.968292	90027500.0350924	375000000.342015	135705000.042745	127949999.816834
PRAM1	7275038.64595464	4788545.64979354	2888959.85157981	133918123.950231	41436144.9652435	366911268.849214	11428239.1862493
PRF1	3600661.95058933	5195400.00913284	6621500009.46463	9535549.97542374	17372000.0349181	12025759.3787184	57936999886.4621
PRG2	42698011.3439212	1421599.99844206	921584.998807782	47766500.0705819	147805000243.682	105758499.939741	1915989.99951385
PRICKLE1	43777499.947421	2818567.89237976	3615823.3548768	2976832.41971676	4513703.90839882	4156627.14578654	3421619.98216469
PRKCD	1829449998.04507	1266850002.66531	1286699998.45201	8049150021.08572	13244000002.7828	8356849981.11035	2829199998.30797
PRKCQ	30873999.9772523	2758950002.11592	2549499996.0416	35489499.9801569	151740000.141484	34086000.0342842	1545730000.54029
PRMT6	4727673.22342779	4984224.67239432	4003114.55457539	35246500.02963	5911530.61899238	6589196.24487345	4077952.79103385
